t,x,y,z
43.7,0.01753,1.091324,0.878395
43.8,0.020385,1.086493,0.864095
43.9,0.02252,1.082439,0.848258
44.0,0.024584,1.079388,0.834688
44.1,0.02617,1.076614,0.824538
44.2,0.027351,1.0755,0.815074
44.3,0.027538,1.075373,0.807359
44.4,0.027704,1.076955,0.798031
44.5,0.028212,1.079799,0.788014
44.6,0.029254,1.082624,0.780427
44.7,0.030741,1.085914,0.776702
44.8,0.032184,1.090722,0.770046
44.9,0.033895,1.098404,0.760378
45.0,0.034894,1.106984,0.754252
45.1,0.035693,1.115823,0.749816
45.2,0.036343,1.125798,0.743294
45.3,0.037834,1.135315,0.73991
45.4,0.039647,1.145349,0.734722
45.5,0.041294,1.156712,0.728577
45.6,0.042531,1.168267,0.724141
45.7,0.042633,1.179354,0.719891
45.8,0.042427,1.19097,0.714224
45.9,0.042419,1.201841,0.709252
46.0,0.041481,1.212787,0.702823
46.1,0.040069,1.22372,0.697641
46.2,0.03815,1.234897,0.691837
46.3,0.035902,1.244468,0.689862
46.4,0.033349,1.253897,0.683884
46.5,0.031217,1.263798,0.675442
46.6,0.029672,1.272255,0.668826
46.7,0.028164,1.279851,0.662622
46.8,0.026507,1.285634,0.661969
46.9,0.024514,1.28977,0.663141
47.0,0.022248,1.292318,0.664711
47.1,0.019075,1.293763,0.665582
47.2,0.015794,1.294795,0.663889
47.3,0.012721,1.295344,0.661319
47.4,0.009594,1.294657,0.658161
47.5,0.006625,1.291734,0.658185
47.6,0.003988,1.288112,0.656577
47.7,0.000939,1.282914,0.656144
47.8,-0.002122,1.274589,0.660238
47.9,-0.004975,1.264741,0.665944
48.0,-0.007339,1.253589,0.671305
48.1,-0.010331,1.241726,0.676323
48.2,-0.014572,1.229635,0.682789
48.3,-0.019447,1.217038,0.689336
48.4,-0.02519,1.204702,0.690564
48.5,-0.030737,1.191502,0.69154
48.6,-0.035328,1.175482,0.697696
48.7,-0.039807,1.158234,0.70414
48.8,-0.043488,1.140366,0.711531
48.9,-0.04643,1.120943,0.720045
49.0,-0.048928,1.10015,0.728499
49.1,-0.050164,1.079735,0.732621
49.2,-0.050933,1.058421,0.739153
49.3,-0.052059,1.036034,0.748436
49.4,-0.052638,1.013891,0.758318
49.5,-0.052259,0.991547,0.766824
49.6,-0.051906,0.969383,0.77231
49.7,-0.051308,0.946681,0.7785
49.8,-0.050228,0.923698,0.787655
49.9,-0.048625,0.901266,0.795542
50.0,-0.04724,0.878666,0.803032
50.1,-0.045324,0.855892,0.808935
50.2,-0.042872,0.835076,0.809497
50.3,-0.0401,0.815181,0.810567
50.4,-0.036537,0.795055,0.815146
50.5,-0.03257,0.77464,0.819594
50.6,-0.028073,0.754503,0.825917
50.7,-0.022763,0.735101,0.831939
50.8,-0.016718,0.715599,0.839231
50.9,-0.009434,0.696054,0.846029
51.0,-0.001928,0.676826,0.852691
51.1,0.005037,0.659099,0.858902
51.2,0.012693,0.642623,0.864593
51.3,0.020754,0.627578,0.868436
51.4,0.030144,0.614582,0.870758
51.5,0.040018,0.602293,0.874803
51.6,0.049438,0.592231,0.87504
51.7,0.05961,0.582226,0.880032
51.8,0.069435,0.57281,0.884937
51.9,0.079217,0.564436,0.889035
52.0,0.088624,0.555978,0.8947
52.1,0.096638,0.548502,0.899261
52.2,0.103726,0.542673,0.902471
52.3,0.1096,0.53819,0.905741
52.4,0.114924,0.533717,0.908986
52.5,0.11984,0.530397,0.909293
52.6,0.124322,0.526265,0.911667
52.7,0.128666,0.523912,0.908542
52.8,0.132604,0.520119,0.909404
52.9,0.135899,0.514984,0.911676
53.0,0.138339,0.510206,0.911776
53.1,0.140065,0.505259,0.913055
53.2,0.141513,0.500322,0.914186
53.3,0.142247,0.496391,0.915289
53.4,0.14196,0.492883,0.915321
53.5,0.141775,0.490463,0.914298
53.6,0.140578,0.487668,0.914381
53.7,0.138009,0.485055,0.914223
53.8,0.134483,0.482924,0.915077
53.9,0.130239,0.481647,0.914788
54.0,0.12561,0.482211,0.914938
54.1,0.120864,0.483512,0.914745
