t,x,y,z
46.2,-0.172486,0.763116,1.011316
46.3,-0.175812,0.758284,1.006099
46.4,-0.180407,0.752401,1.004467
46.5,-0.186464,0.745051,1.007182
46.6,-0.193636,0.736849,1.012536
46.7,-0.201594,0.729081,1.015075
46.8,-0.209735,0.723063,1.012718
46.9,-0.218578,0.716194,1.01141
47.0,-0.228066,0.708048,1.013825
47.1,-0.238034,0.699496,1.016601
47.2,-0.248128,0.691534,1.018022
47.3,-0.258361,0.683769,1.020565
47.4,-0.268854,0.676086,1.023802
47.5,-0.279203,0.668755,1.025902
47.6,-0.288942,0.663232,1.022311
47.7,-0.298276,0.658114,1.021144
47.8,-0.307537,0.651459,1.024487
47.9,-0.316296,0.645582,1.026929
48.0,-0.323718,0.641522,1.026277
48.1,-0.330205,0.637529,1.028006
48.2,-0.335159,0.634845,1.0276
48.3,-0.338149,0.633099,1.029174
48.4,-0.339079,0.632962,1.029783
48.5,-0.337512,0.634665,1.03067
48.6,-0.333169,0.638795,1.029198
48.7,-0.325697,0.646288,1.021803
48.8,-0.315051,0.655221,1.019871
48.9,-0.301101,0.66608,1.018569
49.0,-0.28302,0.680945,1.014099
49.1,-0.260513,0.699156,1.009235
49.2,-0.233232,0.720445,1.006577
49.3,-0.201291,0.743508,1.010387
49.4,-0.164223,0.770356,1.014986
49.5,-0.121523,0.802232,1.017259
49.6,-0.072981,0.838526,1.019878
49.7,-0.018579,0.878726,1.022909
49.8,0.042242,0.923781,1.024299
49.9,0.109786,0.973321,1.026912
50.0,0.184306,1.028276,1.027412
50.1,0.265898,1.088736,1.027487
50.2,0.353957,1.153333,1.030017
50.3,0.448678,1.223641,1.026515
50.4,0.550292,1.299306,1.021059
50.5,0.658888,1.37939,1.018965
50.6,0.773815,1.46371,1.017827
50.7,0.895221,1.552549,1.019238
50.8,1.022974,1.645849,1.018363
50.9,1.156981,1.743612,1.017359
51.0,1.296469,1.844235,1.018421
51.1,1.441028,1.949209,1.014293
51.2,1.590205,2.058034,1.009937
51.3,1.74263,2.167427,1.012211
51.4,1.897603,2.278182,1.015436
51.5,2.054639,2.389993,1.019965
51.6,2.212962,2.502705,1.023453
51.7,2.37163,2.615758,1.02596
51.8,2.529312,2.727905,1.026497
51.9,2.684608,2.837707,1.027858
52.0,2.836139,2.943492,1.030355
52.1,2.982857,3.045435,1.032187
52.2,3.123265,3.141919,1.034161
52.3,3.256336,3.232314,1.034743
52.4,3.381737,3.317774,1.027987
52.5,3.496137,3.393865,1.025285
52.6,3.597963,3.459184,1.023934
52.7,3.685583,3.512878,1.025113
52.8,3.757993,3.553834,1.027201
52.9,3.814843,3.583271,1.025746
53.0,3.853896,3.598602,1.024432
53.1,3.873605,3.59837,1.02342
53.2,3.873502,3.583204,1.019944
53.3,3.851499,3.550775,1.017574
53.4,3.806732,3.50048,1.01476
53.5,3.738168,3.431631,1.01152
53.6,3.644579,3.342958,1.008628
53.7,3.5251,3.235183,1.007008
53.8,3.37889,3.107423,1.007212
53.9,3.205785,2.958532,1.006946
54.0,3.006529,2.788753,1.001307
54.1,2.780455,2.597266,0.991534
54.2,2.526548,2.383392,0.979703
54.3,2.24437,2.147129,0.968054
54.4,1.935052,1.889181,0.955192
54.5,1.599119,1.610156,0.942165
54.6,1.238279,1.311235,0.928217
54.7,0.854442,0.993897,0.913787
54.8,0.450131,0.660425,0.900553
54.9,0.029476,0.314122,0.888154
55.0,-0.400228,-0.039204,0.875795
55.1,-0.824026,-0.387383,0.865642
55.2,-1.23464,-0.72468,0.855765
55.3,-1.628066,-1.047558,0.844695
55.4,-2.000723,-1.353198,0.832251
55.5,-2.350002,-1.639588,0.818506
55.6,-2.673684,-1.904789,0.805392
55.7,-2.971039,-2.147855,0.79221
55.8,-3.241097,-2.368158,0.77943
55.9,-3.483712,-2.565406,0.766871
56.0,-3.69887,-2.739405,0.754581
56.1,-3.886943,-2.890664,0.741428
56.2,-4.048169,-3.019474,0.727795
56.3,-4.182847,-3.125902,0.714813
56.4,-4.291883,-3.210799,0.701975
56.5,-4.375776,-3.274595,0.690429
56.6,-4.436067,-3.318705,0.67791
56.7,-4.473524,-3.343882,0.665707
56.8,-4.489027,-3.351096,0.654098
56.9,-4.484154,-3.341692,0.641626
